CODIGO;EDAD;SEXO;NOMBRE;APELLIDO1;APELLIDO2;RESULTADO;ORDEN
00000064;;;;;;BAACACCBBAABCBCABCACCBBACAACCACBCACBBCBAACACACBAACABBCABCABACAACACBCBACAABACBACABCBCABACCABAACCABCBAACCABCCAABBCCACAACABCBACABACBABACAACACBABACACAABBAACCABCACBCCAACACBABCCBCAABABACBCCBBABABCBA;2
00000061;;;;;;CACACBABBCABACBABCABCABACAACBABCCBACBABAABBCABBAACACBCBACABACAACACABBACBCAACCBCBACBABCBACBABCABAABACCBCBCBCAACACCBACBAABACABABABCBBABCBACBBABCCACAACACCAACBCCBBACBCBBABCBCBACAACCABABCABBAABABAC;4
